,id,name,year_published,min_players,max_players,primary_publisher,mechanics,num_user_ratings,average_user_rating,rank,num_mechs
1857,sfb8gcABF8,Concordia: Venus Expansion,2018,2.0,6.0,Rio Grande Games,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'GNtouC8NLm', 'url': 'https://www.boardgameatlas.com/mechanic/GNtouC8NLm/undefined'}, {'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}]",30,3.916666666666667,606,4
1858,Xpc4HzJgFE,Arkham Horror (Third Edition),2018,1.0,6.0,Fantasy Flight Games,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",28,3.8928571428571432,623,4
1859,80yQ56cD2C,Palm Island,2018,1.0,2.0,,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'vZsDDAdOoe', 'url': 'https://www.boardgameatlas.com/mechanic/vZsDDAdOoe/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'r6yIFvyXDD', 'url': 'https://www.boardgameatlas.com/mechanic/r6yIFvyXDD/undefined'}, {'id': 'DEvPj5twid', 'url': 'https://www.boardgameatlas.com/mechanic/DEvPj5twid/undefined'}]",39,3.4871794871794872,628,5
1860,dOY6iUE2aM,Wildlands,2018,2.0,4.0,Osprey Games,"[{'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'RwgEONzIzc', 'url': 'https://www.boardgameatlas.com/mechanic/RwgEONzIzc/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",30,3.6999999999999997,635,4
1861,cyLmnkBJRq,Dice Throne,2018,2.0,6.0,Roxley,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}]",44,3.204545454545455,644,2
1862,xt6pC8Y51e,Blue Lagoon,2018,2.0,4.0,Blue Orange Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",33,3.7575757575757573,660,3
1863,Bt86bHJlGV,Insider,2018,4.0,8.0,Oink Games,"[{'id': '9jnCsVuRat', 'url': 'https://www.boardgameatlas.com/mechanic/9jnCsVuRat/undefined'}, {'id': 'JYYdBW6UCE', 'url': 'https://www.boardgameatlas.com/mechanic/JYYdBW6UCE/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}]",40,3.2249999999999996,681,3
1864,cQQkIE9yKJ,AuZtralia,2018,1.0,4.0,Stronghold Games,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'cXd5KaXXZo', 'url': 'https://www.boardgameatlas.com/mechanic/cXd5KaXXZo/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",34,3.5058823529411773,694,3
1865,Ty6BBYT1Yb,New Frontiers,2018,2.0,5.0,Rio Grande Games,"[{'id': 'zzsE4jtI1b', 'url': 'https://www.boardgameatlas.com/mechanic/zzsE4jtI1b/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",27,3.8148148148148153,706,2
1866,jq2AcJb4Jl,Raiders of the North Sea: Fields of Fame,2018,2.0,4.0,Garphill Games,[],28,3.7500000000000004,707,0
1867,jAbBY1xouO,Dinosaur Island: Totally Liquid,2018,1.0,5.0,Pandasaurus Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",22,4.090909090909091,723,4
1868,H1AkmnsGIx,The Reckoners,2018,1.0,6.0,Nauvoo Games,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",26,3.807692307692308,724,5
1869,4Zebqhti7I,Crusaders: Thy Will Be Done,2018,2.0,4.0,Tasty Minstrel Games,"[{'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}]",32,3.5312499999999996,725,2
1870,h3ZtUE7MPG,Founders of Gloomhaven,2018,2.0,5.0,Cephalofair Games,"[{'id': 'AZxlPpi5oq', 'url': 'https://www.boardgameatlas.com/mechanic/AZxlPpi5oq/undefined'}, {'id': 'vZsDDAdOoe', 'url': 'https://www.boardgameatlas.com/mechanic/vZsDDAdOoe/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}, {'id': 'ohABM4GjbC', 'url': 'https://www.boardgameatlas.com/mechanic/ohABM4GjbC/undefined'}]",39,2.9340659340659343,730,7
1871,KXP3tmmg83,Blackout: Hong Kong,2018,1.0,4.0,eggertspiele,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}]",26,3.5384615384615383,731,1
1872,BcpIjBjepa,Star Realms: Frontiers,2018,1.0,4.0,White Wizard Games,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'vZsDDAdOoe', 'url': 'https://www.boardgameatlas.com/mechanic/vZsDDAdOoe/undefined'}, {'id': 'BGrhzIN69D', 'url': 'https://www.boardgameatlas.com/mechanic/BGrhzIN69D/undefined'}, {'id': 'YyBg5CzHBF', 'url': 'https://www.boardgameatlas.com/mechanic/YyBg5CzHBF/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}]",23,3.8260869565217384,749,6
1873,YDIDvBIFw9,The City of Kings,2018,1.0,4.0,The City of Games,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'GUoWg3Mfh5', 'url': 'https://www.boardgameatlas.com/mechanic/GUoWg3Mfh5/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}]",26,3.6153846153846154,757,6
1874,QqDYXlJSdh,Rise of Tribes,2018,2.0,4.0,Breaking Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",33,3.369696969696969,766,4
1875,tbnumPfDrY,Clank!: The Mummy's Curse,2018,2.0,4.0,Renegade Game Studios,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'vZsDDAdOoe', 'url': 'https://www.boardgameatlas.com/mechanic/vZsDDAdOoe/undefined'}, {'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}]",23,3.9875776397515525,768,4
1876,xR5jNzIUUf,"Heroes of Land, Air, & Sea",2018,1.0,4.0,Gamelyn Games,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",22,3.4545454545454537,788,5
1877,G0oa0arGbg,Unbroken,2018,1.0,1.0,,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'EVeAdboGUA', 'url': 'https://www.boardgameatlas.com/mechanic/EVeAdboGUA/undefined'}]",27,3.3333333333333335,808,3
1878,A3jTDyHzfI,Mint Delivery,2018,1.0,5.0,Five24 Labs,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'BbTMRkwL0b', 'url': 'https://www.boardgameatlas.com/mechanic/BbTMRkwL0b/undefined'}, {'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}]",36,2.9999999999999996,821,3
1879,Nyy7ukxejj,Choose Your Own Adventure: House of Danger,2018,1.0,8.0,Z-Man Games,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'GUoWg3Mfh5', 'url': 'https://www.boardgameatlas.com/mechanic/GUoWg3Mfh5/undefined'}]",34,2.970588235294118,825,3
1880,KyiRI2i7Ep,Lowlands,2018,2.0,5.0,Z-Man Games,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",25,3.48,828,4
1881,KOD0zHOzcL,5-Minute Marvel,2018,2.0,5.0,Wiggles-3D,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}]",32,3.312499999999999,838,3
1882,5DaPxqEdee,Newton,2018,1.0,4.0,CMON,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'vZsDDAdOoe', 'url': 'https://www.boardgameatlas.com/mechanic/vZsDDAdOoe/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}, {'id': 'ea1eaPBQn8', 'url': 'https://www.boardgameatlas.com/mechanic/ea1eaPBQn8/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",24,3.666666666666667,839,6
1883,19j5fe0NM5,Tussie Mussie,2018,1.0,4.0,Button Shy Games,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}]",25,3.6000000000000005,841,1
1884,3OYSzXwrfp,Fleet: The Dice Game,2018,1.0,1.0,Eagle-Gryphon Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'UHdPUeuqyZ', 'url': 'https://www.boardgameatlas.com/mechanic/UHdPUeuqyZ/undefined'}]",24,3.708333333333333,852,2
1885,frlqASOm7e,Maximum Apocalypse,2018,1.0,6.0,Rock Manor Games,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': 'xuphiSlrxI', 'url': 'https://www.boardgameatlas.com/mechanic/xuphiSlrxI/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'BbTMRkwL0b', 'url': 'https://www.boardgameatlas.com/mechanic/BbTMRkwL0b/undefined'}]",28,3.6428571428571432,854,6
1886,0HcMxeJuyX,Raccoon Tycoon,2018,2.0,5.0,Forbidden Games,"[{'id': 'AZxlPpi5oq', 'url': 'https://www.boardgameatlas.com/mechanic/AZxlPpi5oq/undefined'}]",25,3.4,857,1
1887,poOCA6P4XA,Kingdomino: Age of Giants,2018,2.0,5.0,Blue Orange Games,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': '9YdRn9J9oZ', 'url': 'https://www.boardgameatlas.com/mechanic/9YdRn9J9oZ/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'zzsE4jtI1b', 'url': 'https://www.boardgameatlas.com/mechanic/zzsE4jtI1b/undefined'}]",25,3.52,870,5
1888,jwkSFURCQ4,Planet,2018,2.0,4.0,Blue Orange,"[{'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}]",33,3.121212121212121,896,1
1889,FYDls3xiob,Illusion,2018,2.0,5.0,Pandasaurus Games,"[{'id': 'uZJS07nXF5', 'url': 'https://www.boardgameatlas.com/mechanic/uZJS07nXF5/undefined'}]",30,3.333333333333334,902,1
1890,9exf9EQLum,Forbidden Sky: Height of Danger,2018,2.0,5.0,Gamewright,"[{'id': 'oeg6wN9Eoc', 'url': 'https://www.boardgameatlas.com/mechanic/oeg6wN9Eoc/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",28,3.0000000000000004,916,5
1891,uK3HiNH56N,Crypt,2018,1.0,4.0,Road To Infamy Games,"[{'id': 'AZxlPpi5oq', 'url': 'https://www.boardgameatlas.com/mechanic/AZxlPpi5oq/undefined'}, {'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",32,3.1250000000000004,922,4
1892,YadUC1YFfW,Dice Hospital,2018,1.0,4.0,Alley Cat Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'yu3eas6v7A', 'url': 'https://www.boardgameatlas.com/mechanic/yu3eas6v7A/undefined'}]",25,3.3999999999999995,927,2
1893,YaIZZYmG6p,Men At Work,2018,2.0,5.0,,"[{'id': '5kvyChnWuO', 'url': 'https://www.boardgameatlas.com/mechanic/5kvyChnWuO/undefined'}]",22,3.5,932,1
1894,Y8krJnsfFQ,Megaland,2018,2.0,5.0,red raven games,"[{'id': 'hmipYN1R1I', 'url': 'https://www.boardgameatlas.com/mechanic/hmipYN1R1I/undefined'}]",31,3.1612903225806455,937,1
1895,gAM2Pirop4,Werewords Deluxe Edition,2018,2.0,20.0,Bézier Games,"[{'id': 'Voqy2dgrIM', 'url': 'https://www.boardgameatlas.com/mechanic/Voqy2dgrIM/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}, {'id': 'JYYdBW6UCE', 'url': 'https://www.boardgameatlas.com/mechanic/JYYdBW6UCE/undefined'}]",27,3.4126984126984126,948,3
1896,53WpjsB44z,Spirits of The Wild,2018,2.0,2.0,Mattel,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}]",24,3.416666666666666,955,2
1897,TYyEbcNd7f,Drop It,2018,2.0,4.0,Thames & Kosmos,[],27,3.444444444444445,976,0
1898,g3oUIcXQjX,Tiny Epic Mechs,2018,1.0,4.0,,"[{'id': 'PGjmKGi26h', 'url': 'https://www.boardgameatlas.com/mechanic/PGjmKGi26h/undefined'}, {'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'qu5BcGjAzk', 'url': 'https://www.boardgameatlas.com/mechanic/qu5BcGjAzk/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'T8JEFYwoqy', 'url': 'https://www.boardgameatlas.com/mechanic/T8JEFYwoqy/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",21,3.4285714285714284,1017,6
1899,1J4PWep5HZ,Petrichor,2018,1.0,4.0,Advanced Primate Entertainment,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'JYYdBW6UCE', 'url': 'https://www.boardgameatlas.com/mechanic/JYYdBW6UCE/undefined'}]",21,3.5714285714285716,1021,4
1900,5H5JS0KLzK,Wingspan,2019,1.0,5.0,Stonemaier Games,"[{'id': 'R0bGq4cAl4', 'url': 'https://www.boardgameatlas.com/mechanic/R0bGq4cAl4/undefined'}, {'id': 'yu3eas6v7A', 'url': 'https://www.boardgameatlas.com/mechanic/yu3eas6v7A/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'u9IJEE1QBN', 'url': 'https://www.boardgameatlas.com/mechanic/u9IJEE1QBN/undefined'}]",292,3.944469178082193,4,4
1901,fAFWwA5CwK,Tapestry,2019,1.0,5.0,Stonemaier Games,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': '8PN2HE86wg', 'url': 'https://www.boardgameatlas.com/mechanic/8PN2HE86wg/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",114,3.5789473684210535,107,3
1902,v9ThnzqnW5,Pax Pamir (Second Edition),2019,1.0,5.0,Wehrlegig Games,"[{'id': '05zCZoLvQJ', 'url': 'https://www.boardgameatlas.com/mechanic/05zCZoLvQJ/undefined'}, {'id': 'bgGxE0pI2B', 'url': 'https://www.boardgameatlas.com/mechanic/bgGxE0pI2B/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'eRe1jJCBFe', 'url': 'https://www.boardgameatlas.com/mechanic/eRe1jJCBFe/undefined'}, {'id': 'GUoWg3Mfh5', 'url': 'https://www.boardgameatlas.com/mechanic/GUoWg3Mfh5/undefined'}, {'id': 'u9IJEE1QBN', 'url': 'https://www.boardgameatlas.com/mechanic/u9IJEE1QBN/undefined'}]",42,4.214285714285714,116,6
1903,iEEoo9hTRo,Tiny Towns,2019,1.0,6.0,Alderac Entertainment Group,"[{'id': '9YdRn9J9oZ', 'url': 'https://www.boardgameatlas.com/mechanic/9YdRn9J9oZ/undefined'}]",109,3.6007387108304543,118,1
1904,YWb0VhaxGm,Paladins of the West Kingdom,2019,1.0,4.0,Garphill Games,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",53,4.113207547169811,123,2
1905,zP1jQ8Ueb4,The Crew: The Quest for Planet Nine,2019,2.0,5.0,,"[{'id': 'xuphiSlrxI', 'url': 'https://www.boardgameatlas.com/mechanic/xuphiSlrxI/undefined'}, {'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': '3GSQl800lk', 'url': 'https://www.boardgameatlas.com/mechanic/3GSQl800lk/undefined'}]",31,4.225806451612902,147,3
1906,ApSXoXA1Gs,PARKS,2019,1.0,5.0,,"[{'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}, {'id': 'lA3KUtVFCy', 'url': 'https://www.boardgameatlas.com/mechanic/lA3KUtVFCy/undefined'}, {'id': 'fBOTEBUAmV', 'url': 'https://www.boardgameatlas.com/mechanic/fBOTEBUAmV/undefined'}]",50,3.92,176,3
1907,9wsHFLpu3G,Cartographers: A Roll Player Tale,2019,1.0,100.0,,"[{'id': 'MaXzmoZUoX', 'url': 'https://www.boardgameatlas.com/mechanic/MaXzmoZUoX/undefined'}, {'id': 'zIPRS41oiN', 'url': 'https://www.boardgameatlas.com/mechanic/zIPRS41oiN/undefined'}]",59,3.864406779661016,191,2
1908,Yq6uL19JmQ,Res Arcana,2019,2.0,4.0,Sand Castle Games,"[{'id': 'iWODHwRGuU', 'url': 'https://www.boardgameatlas.com/mechanic/iWODHwRGuU/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'u9IJEE1QBN', 'url': 'https://www.boardgameatlas.com/mechanic/u9IJEE1QBN/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",58,3.8965517241379306,215,4
1909,jYcMsxI5zP,Horrified,2019,1.0,5.0,,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'BbTMRkwL0b', 'url': 'https://www.boardgameatlas.com/mechanic/BbTMRkwL0b/undefined'}]",56,3.7857142857142856,233,2
1910,OkrapKvy8z,Maracaibo,2019,1.0,4.0,,"[{'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'MEAoOygZsA', 'url': 'https://www.boardgameatlas.com/mechanic/MEAoOygZsA/undefined'}]",25,4.319999999999999,270,2
1911,r4SLAaCX6Z,Marvel Champions: The Card Game,2019,1.0,4.0,Fantasy Flight Games,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'WPytek5P8l', 'url': 'https://www.boardgameatlas.com/mechanic/WPytek5P8l/undefined'}, {'id': 'cznlFNKPA0', 'url': 'https://www.boardgameatlas.com/mechanic/cznlFNKPA0/undefined'}, {'id': 'XM2FYZmBHH', 'url': 'https://www.boardgameatlas.com/mechanic/XM2FYZmBHH/undefined'}]",50,3.859999999999999,272,4
1912,gEbKCsDsDk,The Lord of the Rings: Journeys in Middle-earth,2019,1.0,5.0,Fantasy Flight Games,"[{'id': '9mNukNBxfZ', 'url': 'https://www.boardgameatlas.com/mechanic/9mNukNBxfZ/undefined'}, {'id': 'vZsDDAdOoe', 'url': 'https://www.boardgameatlas.com/mechanic/vZsDDAdOoe/undefined'}, {'id': 'U3zhCQH7Et', 'url': 'https://www.boardgameatlas.com/mechanic/U3zhCQH7Et/undefined'}, {'id': 'EVeAdboGUA', 'url': 'https://www.boardgameatlas.com/mechanic/EVeAdboGUA/undefined'}]",38,3.9473684210526314,321,4
